person_id,person,mood_parent,mood_child,mood_code,utterance_1,utterance_2,utterance_3
2,길에서 아는 사람을 만난 남자,사랑,동정(슬픔),사랑_동정(슬픔),,,
2,길에서 아는 사람을 만난 남자,슬픔,억울함,슬픔_억울함,,,
2,길에서 아는 사람을 만난 남자,슬픔,외로움,슬픔_외로움,,,
2,길에서 아는 사람을 만난 남자,슬픔,후회,슬픔_후회,,,
2,길에서 아는 사람을 만난 남자,슬픔,실망,슬픔_실망,,,
2,길에서 아는 사람을 만난 남자,슬픔,허망,슬픔_허망,,,
2,길에서 아는 사람을 만난 남자,슬픔,그리움,슬픔_그리움,,,
2,길에서 아는 사람을 만난 남자,슬픔,수치심,슬픔_수치심,,,
2,길에서 아는 사람을 만난 남자,슬픔,고통,슬픔_고통,,,
2,길에서 아는 사람을 만난 남자,슬픔,절망,슬픔_절망,,,
2,길에서 아는 사람을 만난 남자,슬픔,무기력,슬픔_무기력,,,
2,길에서 아는 사람을 만난 남자,슬픔,아픔,슬픔_아픔,,,
2,길에서 아는 사람을 만난 남자,두려움,위축감,두려움_위축감,,,
2,길에서 아는 사람을 만난 남자,두려움,놀람,두려움_놀람,,,
2,길에서 아는 사람을 만난 남자,두려움,공포,두려움_공포,,,
2,길에서 아는 사람을 만난 남자,두려움,걱정,두려움_걱정,,,
2,길에서 아는 사람을 만난 남자,두려움,초조함,두려움_초조함,,,
2,길에서 아는 사람을 만난 남자,분노,원망,분노_원망,,,
2,길에서 아는 사람을 만난 남자,분노,불쾌,분노_불쾌,,,
2,길에서 아는 사람을 만난 남자,분노,날카로움,분노_날카로움,,,
2,길에서 아는 사람을 만난 남자,분노,타오름,분노_타오름,,,
2,길에서 아는 사람을 만난 남자,미움(상대방),반감,미움(상대방)_반감,,,
2,길에서 아는 사람을 만난 남자,미움(상대방),경멸,미움(상대방)_경멸,,,
2,길에서 아는 사람을 만난 남자,미움(상대방),비위상함,미움(상대방)_비위상함,,,
2,길에서 아는 사람을 만난 남자,미움(상대방),치사함,미움(상대방)_치사함,,,
2,길에서 아는 사람을 만난 남자,미움(상대방),불신감,미움(상대방)_불신감,,,
2,길에서 아는 사람을 만난 남자,미움(상대방),시기심,미움(상대방)_시기심,,,
2,길에서 아는 사람을 만난 남자,미움(상대방),외면,미움(상대방)_외면,,,
2,길에서 아는 사람을 만난 남자,미움(상대방),냉담,미움(상대방)_냉담,,,
2,길에서 아는 사람을 만난 남자,욕망,욕심,욕망_욕심,,,
2,길에서 아는 사람을 만난 남자,욕망,궁금함,욕망_궁금함,,,
2,길에서 아는 사람을 만난 남자,욕망,아쉬움,욕망_아쉬움,,,
2,길에서 아는 사람을 만난 남자,욕망,불만,욕망_불만,,,
2,길에서 아는 사람을 만난 남자,욕망,갈등,욕망_갈등,,,
2,길에서 아는 사람을 만난 남자,욕망,기대감,욕망_기대감,,,
2,길에서 아는 사람을 만난 남자,싫어함(상태),답답함,싫어함(상태)_답답함,,,
2,길에서 아는 사람을 만난 남자,싫어함(상태),불편함,싫어함(상태)_불편함,,,
2,길에서 아는 사람을 만난 남자,싫어함(상태),난처함,싫어함(상태)_난처함,,,
2,길에서 아는 사람을 만난 남자,싫어함(상태),서먹함,싫어함(상태)_서먹함,,,
2,길에서 아는 사람을 만난 남자,싫어함(상태),심심함,싫어함(상태)_심심함,,,
2,길에서 아는 사람을 만난 남자,싫어함(상태),싫증,싫어함(상태)_싫증,,,
2,길에서 아는 사람을 만난 남자,수치심,부끄러움,수치심_부끄러움,,,
2,길에서 아는 사람을 만난 남자,수치심,죄책감,수치심_죄책감,,,
2,길에서 아는 사람을 만난 남자,수치심,미안함,수치심_미안함,,,
3,꽃을 사서 집에 가는 남자,기쁨,반가움,기쁨_반가움,,,
3,꽃을 사서 집에 가는 남자,기쁨,즐거움,기쁨_즐거움,,,
3,꽃을 사서 집에 가는 남자,기쁨,신명남,기쁨_신명남,,,
3,꽃을 사서 집에 가는 남자,기쁨,자신감,기쁨_자신감,,,
3,꽃을 사서 집에 가는 남자,기쁨,감동,기쁨_감동,,,
3,꽃을 사서 집에 가는 남자,기쁨,만족감,기쁨_만족감,,,
3,꽃을 사서 집에 가는 남자,기쁨,편안함,기쁨_편안함,,,
3,꽃을 사서 집에 가는 남자,기쁨,고마움,기쁨_고마움,,,
3,꽃을 사서 집에 가는 남자,기쁨,신뢰감,기쁨_신뢰감,,,
3,꽃을 사서 집에 가는 남자,기쁨,안정감,기쁨_안정감,,,
3,꽃을 사서 집에 가는 남자,기쁨,공감,기쁨_공감,,,
3,꽃을 사서 집에 가는 남자,기쁨,자랑스러움,기쁨_자랑스러움,,,
3,꽃을 사서 집에 가는 남자,사랑,호감,사랑_호감,,,
3,꽃을 사서 집에 가는 남자,사랑,귀중함,사랑_귀중함,,,
3,꽃을 사서 집에 가는 남자,사랑,매력적,사랑_매력적,,,
3,꽃을 사서 집에 가는 남자,사랑,두근거림,사랑_두근거림,,,
3,꽃을 사서 집에 가는 남자,사랑,아른거림,사랑_아른거림,,,
3,꽃을 사서 집에 가는 남자,사랑,너그러움,사랑_너그러움,,,
3,꽃을 사서 집에 가는 남자,사랑,열정적임,사랑_열정적임,,,
3,꽃을 사서 집에 가는 남자,사랑,다정함,사랑_다정함,,,
3,꽃을 사서 집에 가는 남자,사랑,동정(슬픔),사랑_동정(슬픔),,,
3,꽃을 사서 집에 가는 남자,슬픔,억울함,슬픔_억울함,,,
3,꽃을 사서 집에 가는 남자,슬픔,외로움,슬픔_외로움,,,
3,꽃을 사서 집에 가는 남자,슬픔,후회,슬픔_후회,,,
3,꽃을 사서 집에 가는 남자,슬픔,실망,슬픔_실망,,,
3,꽃을 사서 집에 가는 남자,슬픔,허망,슬픔_허망,,,
3,꽃을 사서 집에 가는 남자,슬픔,그리움,슬픔_그리움,,,
3,꽃을 사서 집에 가는 남자,슬픔,수치심,슬픔_수치심,,,
3,꽃을 사서 집에 가는 남자,슬픔,고통,슬픔_고통,,,
3,꽃을 사서 집에 가는 남자,슬픔,절망,슬픔_절망,,,
3,꽃을 사서 집에 가는 남자,슬픔,무기력,슬픔_무기력,,,
3,꽃을 사서 집에 가는 남자,슬픔,아픔,슬픔_아픔,,,
3,꽃을 사서 집에 가는 남자,두려움,위축감,두려움_위축감,,,
3,꽃을 사서 집에 가는 남자,두려움,놀람,두려움_놀람,,,
3,꽃을 사서 집에 가는 남자,두려움,공포,두려움_공포,,,
3,꽃을 사서 집에 가는 남자,두려움,걱정,두려움_걱정,,,
3,꽃을 사서 집에 가는 남자,두려움,초조함,두려움_초조함,,,
3,꽃을 사서 집에 가는 남자,분노,원망,분노_원망,,,
3,꽃을 사서 집에 가는 남자,분노,불쾌,분노_불쾌,,,
3,꽃을 사서 집에 가는 남자,분노,날카로움,분노_날카로움,,,
3,꽃을 사서 집에 가는 남자,분노,타오름,분노_타오름,,,
3,꽃을 사서 집에 가는 남자,미움(상대방),반감,미움(상대방)_반감,,,
3,꽃을 사서 집에 가는 남자,미움(상대방),경멸,미움(상대방)_경멸,,,
3,꽃을 사서 집에 가는 남자,미움(상대방),비위상함,미움(상대방)_비위상함,,,
3,꽃을 사서 집에 가는 남자,미움(상대방),치사함,미움(상대방)_치사함,,,
3,꽃을 사서 집에 가는 남자,미움(상대방),불신감,미움(상대방)_불신감,,,
3,꽃을 사서 집에 가는 남자,미움(상대방),시기심,미움(상대방)_시기심,,,
3,꽃을 사서 집에 가는 남자,미움(상대방),외면,미움(상대방)_외면,,,
3,꽃을 사서 집에 가는 남자,미움(상대방),냉담,미움(상대방)_냉담,,,
3,꽃을 사서 집에 가는 남자,욕망,욕심,욕망_욕심,,,
3,꽃을 사서 집에 가는 남자,욕망,궁금함,욕망_궁금함,,,
3,꽃을 사서 집에 가는 남자,욕망,아쉬움,욕망_아쉬움,,,
3,꽃을 사서 집에 가는 남자,욕망,불만,욕망_불만,,,
3,꽃을 사서 집에 가는 남자,욕망,갈등,욕망_갈등,,,
3,꽃을 사서 집에 가는 남자,욕망,기대감,욕망_기대감,,,
3,꽃을 사서 집에 가는 남자,싫어함(상태),답답함,싫어함(상태)_답답함,,,
3,꽃을 사서 집에 가는 남자,싫어함(상태),불편함,싫어함(상태)_불편함,,,
3,꽃을 사서 집에 가는 남자,싫어함(상태),난처함,싫어함(상태)_난처함,,,
3,꽃을 사서 집에 가는 남자,싫어함(상태),서먹함,싫어함(상태)_서먹함,,,
3,꽃을 사서 집에 가는 남자,싫어함(상태),심심함,싫어함(상태)_심심함,,,
3,꽃을 사서 집에 가는 남자,싫어함(상태),싫증,싫어함(상태)_싫증,,,
3,꽃을 사서 집에 가는 남자,수치심,부끄러움,수치심_부끄러움,,,
3,꽃을 사서 집에 가는 남자,수치심,죄책감,수치심_죄책감,,,
3,꽃을 사서 집에 가는 남자,수치심,미안함,수치심_미안함,,,
4,장례식에 간 여자,기쁨,반가움,기쁨_반가움,,,
4,장례식에 간 여자,기쁨,즐거움,기쁨_즐거움,,,
4,장례식에 간 여자,기쁨,신명남,기쁨_신명남,,,
4,장례식에 간 여자,기쁨,자신감,기쁨_자신감,,,
4,장례식에 간 여자,기쁨,감동,기쁨_감동,,,
4,장례식에 간 여자,기쁨,만족감,기쁨_만족감,,,
4,장례식에 간 여자,기쁨,편안함,기쁨_편안함,,,
4,장례식에 간 여자,기쁨,고마움,기쁨_고마움,,,
4,장례식에 간 여자,기쁨,신뢰감,기쁨_신뢰감,,,
4,장례식에 간 여자,기쁨,안정감,기쁨_안정감,,,
4,장례식에 간 여자,기쁨,공감,기쁨_공감,,,
4,장례식에 간 여자,기쁨,자랑스러움,기쁨_자랑스러움,,,
4,장례식에 간 여자,사랑,호감,사랑_호감,,,
4,장례식에 간 여자,사랑,귀중함,사랑_귀중함,,,
4,장례식에 간 여자,사랑,매력적,사랑_매력적,,,
4,장례식에 간 여자,사랑,두근거림,사랑_두근거림,,,
4,장례식에 간 여자,사랑,아른거림,사랑_아른거림,,,
4,장례식에 간 여자,사랑,너그러움,사랑_너그러움,,,
4,장례식에 간 여자,사랑,열정적임,사랑_열정적임,,,
4,장례식에 간 여자,사랑,다정함,사랑_다정함,,,
4,장례식에 간 여자,사랑,동정(슬픔),사랑_동정(슬픔),,,
4,장례식에 간 여자,슬픔,억울함,슬픔_억울함,,,
4,장례식에 간 여자,슬픔,외로움,슬픔_외로움,,,
4,장례식에 간 여자,슬픔,후회,슬픔_후회,,,
4,장례식에 간 여자,슬픔,실망,슬픔_실망,,,
4,장례식에 간 여자,슬픔,허망,슬픔_허망,,,
4,장례식에 간 여자,슬픔,그리움,슬픔_그리움,,,
4,장례식에 간 여자,슬픔,수치심,슬픔_수치심,,,
4,장례식에 간 여자,슬픔,고통,슬픔_고통,,,
4,장례식에 간 여자,슬픔,절망,슬픔_절망,,,
4,장례식에 간 여자,슬픔,무기력,슬픔_무기력,,,
4,장례식에 간 여자,슬픔,아픔,슬픔_아픔,,,
4,장례식에 간 여자,두려움,위축감,두려움_위축감,,,
4,장례식에 간 여자,두려움,놀람,두려움_놀람,,,
4,장례식에 간 여자,두려움,공포,두려움_공포,,,
4,장례식에 간 여자,두려움,걱정,두려움_걱정,,,
4,장례식에 간 여자,두려움,초조함,두려움_초조함,,,
4,장례식에 간 여자,분노,원망,분노_원망,,,
4,장례식에 간 여자,분노,불쾌,분노_불쾌,,,
4,장례식에 간 여자,분노,날카로움,분노_날카로움,,,
4,장례식에 간 여자,분노,타오름,분노_타오름,,,
4,장례식에 간 여자,미움(상대방),반감,미움(상대방)_반감,,,
4,장례식에 간 여자,미움(상대방),경멸,미움(상대방)_경멸,,,
4,장례식에 간 여자,미움(상대방),비위상함,미움(상대방)_비위상함,,,
4,장례식에 간 여자,미움(상대방),치사함,미움(상대방)_치사함,,,
4,장례식에 간 여자,미움(상대방),불신감,미움(상대방)_불신감,,,
4,장례식에 간 여자,미움(상대방),시기심,미움(상대방)_시기심,,,
4,장례식에 간 여자,미움(상대방),외면,미움(상대방)_외면,,,
4,장례식에 간 여자,미움(상대방),냉담,미움(상대방)_냉담,,,
4,장례식에 간 여자,욕망,욕심,욕망_욕심,,,
4,장례식에 간 여자,욕망,궁금함,욕망_궁금함,,,
4,장례식에 간 여자,욕망,아쉬움,욕망_아쉬움,,,
4,장례식에 간 여자,욕망,불만,욕망_불만,,,
4,장례식에 간 여자,욕망,갈등,욕망_갈등,,,
4,장례식에 간 여자,욕망,기대감,욕망_기대감,,,
4,장례식에 간 여자,싫어함(상태),답답함,싫어함(상태)_답답함,,,
4,장례식에 간 여자,싫어함(상태),불편함,싫어함(상태)_불편함,,,
4,장례식에 간 여자,싫어함(상태),난처함,싫어함(상태)_난처함,,,
4,장례식에 간 여자,싫어함(상태),서먹함,싫어함(상태)_서먹함,,,
4,장례식에 간 여자,싫어함(상태),심심함,싫어함(상태)_심심함,,,
4,장례식에 간 여자,싫어함(상태),싫증,싫어함(상태)_싫증,,,
4,장례식에 간 여자,수치심,부끄러움,수치심_부끄러움,,,
4,장례식에 간 여자,수치심,죄책감,수치심_죄책감,,,
4,장례식에 간 여자,수치심,미안함,수치심_미안함,,,
5,도서관에서 책을 읽는 남자,기쁨,반가움,기쁨_반가움,,,
5,도서관에서 책을 읽는 남자,기쁨,즐거움,기쁨_즐거움,,,
5,도서관에서 책을 읽는 남자,기쁨,신명남,기쁨_신명남,,,
5,도서관에서 책을 읽는 남자,기쁨,자신감,기쁨_자신감,,,
5,도서관에서 책을 읽는 남자,기쁨,감동,기쁨_감동,,,
5,도서관에서 책을 읽는 남자,기쁨,만족감,기쁨_만족감,,,
5,도서관에서 책을 읽는 남자,기쁨,편안함,기쁨_편안함,,,
5,도서관에서 책을 읽는 남자,기쁨,고마움,기쁨_고마움,,,
5,도서관에서 책을 읽는 남자,기쁨,신뢰감,기쁨_신뢰감,,,
5,도서관에서 책을 읽는 남자,기쁨,안정감,기쁨_안정감,,,
5,도서관에서 책을 읽는 남자,기쁨,공감,기쁨_공감,,,
5,도서관에서 책을 읽는 남자,기쁨,자랑스러움,기쁨_자랑스러움,,,
5,도서관에서 책을 읽는 남자,사랑,호감,사랑_호감,,,
5,도서관에서 책을 읽는 남자,사랑,귀중함,사랑_귀중함,,,
5,도서관에서 책을 읽는 남자,사랑,매력적,사랑_매력적,,,
5,도서관에서 책을 읽는 남자,사랑,두근거림,사랑_두근거림,,,
5,도서관에서 책을 읽는 남자,사랑,아른거림,사랑_아른거림,,,
5,도서관에서 책을 읽는 남자,사랑,너그러움,사랑_너그러움,,,
5,도서관에서 책을 읽는 남자,사랑,열정적임,사랑_열정적임,,,
5,도서관에서 책을 읽는 남자,사랑,다정함,사랑_다정함,,,
5,도서관에서 책을 읽는 남자,사랑,동정(슬픔),사랑_동정(슬픔),,,
5,도서관에서 책을 읽는 남자,슬픔,억울함,슬픔_억울함,,,
5,도서관에서 책을 읽는 남자,슬픔,외로움,슬픔_외로움,,,
5,도서관에서 책을 읽는 남자,슬픔,후회,슬픔_후회,,,
5,도서관에서 책을 읽는 남자,슬픔,실망,슬픔_실망,,,
5,도서관에서 책을 읽는 남자,슬픔,허망,슬픔_허망,,,
5,도서관에서 책을 읽는 남자,슬픔,그리움,슬픔_그리움,,,
5,도서관에서 책을 읽는 남자,슬픔,수치심,슬픔_수치심,,,
5,도서관에서 책을 읽는 남자,슬픔,고통,슬픔_고통,,,
5,도서관에서 책을 읽는 남자,슬픔,절망,슬픔_절망,,,
5,도서관에서 책을 읽는 남자,슬픔,무기력,슬픔_무기력,,,
5,도서관에서 책을 읽는 남자,슬픔,아픔,슬픔_아픔,,,
5,도서관에서 책을 읽는 남자,두려움,위축감,두려움_위축감,,,
5,도서관에서 책을 읽는 남자,두려움,놀람,두려움_놀람,,,
5,도서관에서 책을 읽는 남자,두려움,공포,두려움_공포,,,
5,도서관에서 책을 읽는 남자,두려움,걱정,두려움_걱정,,,
5,도서관에서 책을 읽는 남자,두려움,초조함,두려움_초조함,,,
5,도서관에서 책을 읽는 남자,분노,원망,분노_원망,,,
5,도서관에서 책을 읽는 남자,분노,불쾌,분노_불쾌,,,
5,도서관에서 책을 읽는 남자,분노,날카로움,분노_날카로움,,,
5,도서관에서 책을 읽는 남자,분노,타오름,분노_타오름,,,
5,도서관에서 책을 읽는 남자,미움(상대방),반감,미움(상대방)_반감,,,
5,도서관에서 책을 읽는 남자,미움(상대방),경멸,미움(상대방)_경멸,,,
5,도서관에서 책을 읽는 남자,미움(상대방),비위상함,미움(상대방)_비위상함,,,
5,도서관에서 책을 읽는 남자,미움(상대방),치사함,미움(상대방)_치사함,,,
5,도서관에서 책을 읽는 남자,미움(상대방),불신감,미움(상대방)_불신감,,,
5,도서관에서 책을 읽는 남자,미움(상대방),시기심,미움(상대방)_시기심,,,
5,도서관에서 책을 읽는 남자,미움(상대방),외면,미움(상대방)_외면,,,
5,도서관에서 책을 읽는 남자,미움(상대방),냉담,미움(상대방)_냉담,,,
5,도서관에서 책을 읽는 남자,욕망,욕심,욕망_욕심,,,
5,도서관에서 책을 읽는 남자,욕망,궁금함,욕망_궁금함,,,
5,도서관에서 책을 읽는 남자,욕망,아쉬움,욕망_아쉬움,,,
5,도서관에서 책을 읽는 남자,욕망,불만,욕망_불만,,,
5,도서관에서 책을 읽는 남자,욕망,갈등,욕망_갈등,,,
5,도서관에서 책을 읽는 남자,욕망,기대감,욕망_기대감,,,
5,도서관에서 책을 읽는 남자,싫어함(상태),답답함,싫어함(상태)_답답함,,,
5,도서관에서 책을 읽는 남자,싫어함(상태),불편함,싫어함(상태)_불편함,,,
5,도서관에서 책을 읽는 남자,싫어함(상태),난처함,싫어함(상태)_난처함,,,
5,도서관에서 책을 읽는 남자,싫어함(상태),서먹함,싫어함(상태)_서먹함,,,
5,도서관에서 책을 읽는 남자,싫어함(상태),심심함,싫어함(상태)_심심함,,,
5,도서관에서 책을 읽는 남자,싫어함(상태),싫증,싫어함(상태)_싫증,,,
5,도서관에서 책을 읽는 남자,수치심,부끄러움,수치심_부끄러움,,,
5,도서관에서 책을 읽는 남자,수치심,죄책감,수치심_죄책감,,,
5,도서관에서 책을 읽는 남자,수치심,미안함,수치심_미안함,,,
6,카페에서 커피를 마시는 여자,기쁨,반가움,기쁨_반가움,,,
6,카페에서 커피를 마시는 여자,기쁨,즐거움,기쁨_즐거움,,,
6,카페에서 커피를 마시는 여자,기쁨,신명남,기쁨_신명남,,,
6,카페에서 커피를 마시는 여자,기쁨,자신감,기쁨_자신감,,,
6,카페에서 커피를 마시는 여자,기쁨,감동,기쁨_감동,,,
6,카페에서 커피를 마시는 여자,기쁨,만족감,기쁨_만족감,,,
6,카페에서 커피를 마시는 여자,기쁨,편안함,기쁨_편안함,,,
6,카페에서 커피를 마시는 여자,기쁨,고마움,기쁨_고마움,,,
6,카페에서 커피를 마시는 여자,기쁨,신뢰감,기쁨_신뢰감,,,
6,카페에서 커피를 마시는 여자,기쁨,안정감,기쁨_안정감,,,
6,카페에서 커피를 마시는 여자,기쁨,공감,기쁨_공감,,,
6,카페에서 커피를 마시는 여자,기쁨,자랑스러움,기쁨_자랑스러움,,,
6,카페에서 커피를 마시는 여자,사랑,호감,사랑_호감,,,
6,카페에서 커피를 마시는 여자,사랑,귀중함,사랑_귀중함,,,
6,카페에서 커피를 마시는 여자,사랑,매력적,사랑_매력적,,,
6,카페에서 커피를 마시는 여자,사랑,두근거림,사랑_두근거림,,,
6,카페에서 커피를 마시는 여자,사랑,아른거림,사랑_아른거림,,,
6,카페에서 커피를 마시는 여자,사랑,너그러움,사랑_너그러움,,,
6,카페에서 커피를 마시는 여자,사랑,열정적임,사랑_열정적임,,,
6,카페에서 커피를 마시는 여자,사랑,다정함,사랑_다정함,,,
6,카페에서 커피를 마시는 여자,사랑,동정(슬픔),사랑_동정(슬픔),,,
6,카페에서 커피를 마시는 여자,슬픔,억울함,슬픔_억울함,,,
6,카페에서 커피를 마시는 여자,슬픔,외로움,슬픔_외로움,,,
6,카페에서 커피를 마시는 여자,슬픔,후회,슬픔_후회,,,
6,카페에서 커피를 마시는 여자,슬픔,실망,슬픔_실망,,,
6,카페에서 커피를 마시는 여자,슬픔,허망,슬픔_허망,,,
6,카페에서 커피를 마시는 여자,슬픔,그리움,슬픔_그리움,,,
6,카페에서 커피를 마시는 여자,슬픔,수치심,슬픔_수치심,,,
6,카페에서 커피를 마시는 여자,슬픔,고통,슬픔_고통,,,
6,카페에서 커피를 마시는 여자,슬픔,절망,슬픔_절망,,,
6,카페에서 커피를 마시는 여자,슬픔,무기력,슬픔_무기력,,,
6,카페에서 커피를 마시는 여자,슬픔,아픔,슬픔_아픔,,,
6,카페에서 커피를 마시는 여자,두려움,위축감,두려움_위축감,,,
